Name,Height,Pos,Team,img_Link,PTS,AST,REB,PIE
Isaiah Whitehead,193.04,Guard,BKN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/isaiah_whitehead.png,6.3,1.3,1.6,0.087
Hassan Whiteside,213.36,Center,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/hassan_whiteside.png,14.0,1.0,11.4,0.176
Andrew Wiggins,203.2,Forward,MIN,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/andrew_wiggins.png,17.7,2.0,4.4,0.076
CJ Wilcox,195.58,Guard,POR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/cj_wilcox.png,1.0,0.5,0.5,0.022
Alan Williams,203.2,Forward-Center,PHX,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/alan_williams.png,6.4,0.6,5.7,0
C.J. Williams,195.58,Forward-Guard,LAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/c.j._williams.png,5.5,1.1,1.5,0.053
Lou Williams,185.42000000000002,Guard,LAC,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/lou_williams.png,22.6,5.3,2.5,0.127
Marvin Williams,205.74,Forward,CHA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/marvin_williams.png,9.5,1.2,4.7,0.093
Troy Williams,200.66,Forward,NYK,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/troy_williams.png,6.3,0.8,3.0,0.079
D.J. Wilson,208.28,Forward,MIL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/d.j._wilson.png,1.0,0.1,0.5,0.065
Justise Winslow,200.66,Forward-Guard,MIA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/justise_winslow.png,7.8,2.2,5.4,0.092
Delon Wright,195.58,Guard,TOR,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/delon_wright.png,8.0,2.9,2.9,0.116
Guerschon Yabusele,203.2,Forward,BOS,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/guerschon_yabusele.png,2.4,0.5,1.6,0.08
Joe Young,187.96,Guard,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/joe_young.png,3.9,0.7,1.2,0.07
Nick Young,200.66,Guard-Forward,GSW,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/nick_young.png,7.3,0.5,1.6,0.061
Thaddeus Young,203.2,Forward,IND,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/thaddeus_young.png,11.8,1.9,6.3,0.09
Cody Zeller,213.36,Center-Forward,CHA,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/cody_zeller.png,7.1,0.9,5.4,0.096
Tyler Zeller,213.36,Center,MIL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/tyler_zeller.png,6.7,0.7,4.6,0.096
Paul Zipser,203.2,Forward,CHI,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/paul_zipser.png,4.0,0.9,2.4,0.042
Ante Zizic,210.82,Forward-Center,CLE,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ante_zizic.png,3.7,0.2,1.9,0.132
Ivica Zubac,215.9,Center,LAL,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/ivica_zubac.png,3.7,0.6,2.9,0.108
